seq_id,split,label,temp,hum,light,d_temp,d_hum,d_light,motion,drift
315,test,NORMAL,25.613078,61.431245,312.276677,-0.029294,1.714351,7.361411,1.430635,0.061607
316,train,RAPID_CHANGE,25.047817,69.541237,343.949772,0.035504,-0.231173,-17.871703,1.158435,0.185138
316,train,RAPID_CHANGE,25.231861,70.435909,329.469197,0.184044,0.894672,-14.480575,1.303942,0.336122
316,train,RAPID_CHANGE,25.137303,69.475155,305.272693,-0.094559,-0.960753,-24.196504,1.356689,0.410506
316,train,RAPID_CHANGE,25.126492,69.519075,315.918451,-0.010811,0.04392,10.645758,1.313749,0.261834
316,train,RAPID_CHANGE,24.97302,69.989713,316.315079,-0.153471,0.470638,0.396628,1.225329,0.318527
316,train,RAPID_CHANGE,24.919689,70.191219,309.105647,-0.053332,0.201506,-7.209432,1.159774,0.538805
316,train,RAPID_CHANGE,25.074214,69.145857,313.859286,0.154525,-1.045361,4.753639,1.20434,0.45743
316,train,RAPID_CHANGE,25.176719,70.137806,300.937944,0.102505,0.991948,-12.921343,1.252173,0.505263
316,train,RAPID_CHANGE,25.234278,69.258066,312.317528,0.057559,-0.87974,11.379584,1.259786,0.304076
316,train,RAPID_CHANGE,24.733153,69.581019,310.438489,-0.501125,0.322953,-1.879039,1.24267,0.364688
317,train,NOISY,19.103545,46.881348,295.03366,0.729411,-0.709123,-7.972253,3.173631,0.35084
317,train,NOISY,19.225544,46.538899,298.20384,0.121999,-0.342449,3.170181,3.090963,0.310441
317,train,NOISY,19.541465,46.522,294.497257,0.315921,-0.016899,-3.706583,2.471468,0.628223
317,train,NOISY,19.452282,46.643047,303.352705,-0.089183,0.121047,8.855447,2.245141,0.354775
317,train,NOISY,19.747906,48.170105,295.789735,0.295624,1.527058,-7.562969,2.001122,0.171725
317,train,NOISY,19.349557,45.941688,292.582273,-0.398349,-2.228417,-3.207463,2.197085,0.1682
317,train,NOISY,20.364305,47.381671,293.638017,1.014749,1.439982,1.055745,2.444196,0.180168
317,train,NOISY,20.58191,47.072804,296.87614,0.217605,-0.308866,3.238122,1.83923,0.845106
317,train,NOISY,18.664926,47.655828,297.420865,-1.916984,0.583024,0.544725,2.191245,0.222659
317,train,NOISY,19.458583,47.109381,301.811386,0.793657,-0.546447,4.390521,2.447101,0.145586
318,val,NORMAL,25.615553,51.340805,229.064089,0.153479,-0.353494,2.349562,1.13252,0.155087
318,val,NORMAL,25.634292,49.960886,217.715162,0.018739,-1.379919,-11.348928,1.167572,0.172154
318,val,NORMAL,25.605092,50.461409,230.681896,-0.0292,0.500523,12.966735,1.243491,0.024123
318,val,NORMAL,25.520154,50.604236,222.444079,-0.084938,0.142827,-8.237818,1.163069,0.173021
318,val,NORMAL,25.570744,50.611517,223.925017,0.05059,0.007281,1.480939,0.996829,0.014798
318,val,NORMAL,25.737717,50.851223,234.851768,0.166973,0.239706,10.926751,1.012039,0.284659
318,val,NORMAL,25.545036,50.416186,214.71033,-0.192682,-0.435038,-20.141438,1.054909,0.146442
318,val,NORMAL,25.59856,50.073272,229.744523,0.053525,-0.342914,15.034193,1.069511,0.181004
318,val,NORMAL,25.529174,51.193726,229.721883,-0.069386,1.120455,-0.02264,1.077415,0.044774
318,val,NORMAL,25.71844,49.948507,222.896801,0.189266,-1.24522,-6.825082,1.095855,0.066061
319,train,NOISY,22.831278,48.089394,347.4055,-0.739414,-0.358462,-13.205439,4.682996,0.263574
319,train,NOISY,23.122116,48.758567,321.025849,0.290838,0.669173,-26.379652,4.482575,0.589361
319,train,NOISY,23.629752,48.982666,338.634811,0.507636,0.224098,17.608962,3.919653,0.283166
319,train,NOISY,23.915721,47.649472,379.696671,0.285969,-1.333194,41.06186,3.587715,0.959878
319,train,NOISY,22.964964,47.979707,346.099401,-0.950757,0.330235,-33.59727,3.885766,0.281883
319,train,NOISY,22.981492,48.488436,367.365908,0.016528,0.508728,21.266507,3.610981,0.138508
319,train,NOISY,22.633291,48.139189,366.285816,-0.348201,-0.349247,-1.080092,2.965149,0.928574
319,train,NOISY,23.484789,48.824052,340.682596,0.851498,0.684863,-25.60322,2.943925,0.194343
319,train,NOISY,23.690267,48.907389,324.225695,0.205478,0.083337,-16.456901,2.762004,0.516036
319,train,NOISY,22.001939,48.724713,326.81897,-1.688328,-0.182676,2.593276,3.048275,0.431531
320,train,NORMAL,23.322886,46.763889,187.543983,0.064696,-1.126731,-5.243869,1.013174,0.248226
320,train,NORMAL,23.156157,48.565531,190.180877,-0.166729,1.801641,2.636894,1.072523,0.069099
320,train,NORMAL,23.15883,47.642012,191.222455,0.002673,-0.923519,1.041578,1.009129,0.137466
320,train,NORMAL,23.15934,47.715974,196.774202,0.00051,0.073962,5.551747,0.976268,0.131213
320,train,NORMAL,23.336169,46.936641,194.252048,0.176829,-0.779333,-2.522154,0.910864,0.069201
320,train,NORMAL,23.198212,48.139741,186.129843,-0.137957,1.203101,-8.122205,0.971645,0.164869
320,train,NORMAL,23.171456,48.145484,196.434157,-0.026756,0.005743,10.304314,0.926816,0.041656
320,train,NORMAL,23.253296,47.81563,181.625867,0.081839,-0.329855,-14.80829,1.010899,0.084421
320,train,NORMAL,23.426138,47.593479,189.774373,0.172843,-0.22215,8.148505,1.005803,0.108951
320,train,NORMAL,23.215302,49.420303,184.844614,-0.210837,1.826823,-4.929759,1.038789,0.116953
321,test,SLOW_DRIFT,22.70041,50.858677,578.405443,-0.07594,-0.330572,4.343785,1.293019,0.235888
321,test,SLOW_DRIFT,22.799463,50.518951,579.124815,0.099053,-0.339725,0.719371,1.154416,0.417767
321,test,SLOW_DRIFT,22.938039,50.763329,589.342651,0.138576,0.244378,10.217837,1.213295,0.501873
321,test,SLOW_DRIFT,23.009423,50.337759,600.999332,0.071383,-0.42557,11.656681,1.217612,0.50619
321,test,SLOW_DRIFT,22.994572,49.841345,596.933778,-0.014851,-0.496413,-4.065554,1.195467,0.548839
321,test,SLOW_DRIFT,23.094212,49.886071,592.598889,0.09964,0.044726,-4.334889,1.084,0.636497
321,test,SLOW_DRIFT,23.153186,50.012786,597.036754,0.058974,0.126715,4.437865,0.747166,0.32259
321,test,SLOW_DRIFT,23.157586,49.766049,604.495536,0.0044,-0.246737,7.458782,0.680028,0.442553
321,test,SLOW_DRIFT,23.154882,49.412665,601.799869,-0.002704,-0.353383,-2.695667,0.644738,0.420682
321,test,SLOW_DRIFT,23.37548,48.759738,615.655916,0.220597,-0.652928,13.856047,0.799918,0.575862
322,train,NORMAL,22.46831,45.952905,213.169421,0.217427,0.247359,-18.758471,1.453946,0.273044
322,train,NORMAL,22.580502,46.119229,218.651082,0.112191,0.166324,5.48166,1.271517,0.117152
322,train,NORMAL,22.443005,45.807285,228.794782,-0.137497,-0.311944,10.1437,1.267345,0.064881
322,train,NORMAL,22.582616,47.521609,220.509981,0.139612,1.714324,-8.284802,1.417939,0.234644
322,train,NORMAL,22.311351,45.450227,230.660178,-0.271265,-2.071382,10.150197,1.611957,0.149462
322,train,NORMAL,22.367091,46.932416,224.6508,0.05574,1.482189,-6.009378,1.556191,0.100012
322,train,NORMAL,22.273317,46.109348,220.19702,-0.093774,-0.823068,-4.45378,1.453024,0.285135
322,train,NORMAL,22.387374,45.812373,221.585642,0.114057,-0.296975,1.388622,1.339475,0.126632
322,train,NORMAL,22.41556,46.559434,232.48466,0.028186,0.747061,10.899018,1.253889,0.19457
322,train,NORMAL,22.386323,45.935162,215.235457,-0.029237,-0.624272,-17.249203,1.338606,0.103925
323,val,SLOW_DRIFT,26.465603,47.093181,355.731317,-0.001565,-0.47073,8.114587,1.416175,0.433614
323,val,SLOW_DRIFT,26.745432,47.365344,345.255059,0.279828,0.272163,-10.476259,1.539652,0.504463
323,val,SLOW_DRIFT,26.772048,46.831223,343.238813,0.026616,-0.534122,-2.016246,1.452543,0.518876
323,val,SLOW_DRIFT,27.027496,46.13431,347.473602,0.255448,-0.696913,4.234789,1.416311,0.535871
323,val,SLOW_DRIFT,26.872455,46.107107,339.817684,-0.155041,-0.027203,-7.655917,1.462523,0.582405
323,val,SLOW_DRIFT,26.942687,45.29267,344.861899,0.070232,-0.814437,5.044214,1.361043,0.480195
323,val,SLOW_DRIFT,27.096273,45.905472,350.403493,0.153586,0.612803,5.541594,1.159136,0.424021
323,val,SLOW_DRIFT,27.148951,44.159027,347.336257,0.052679,-1.746445,-3.067236,1.025338,0.475128
323,val,SLOW_DRIFT,27.221578,43.203202,342.233448,0.072626,-0.955825,-5.102809,1.062785,0.626364
323,val,SLOW_DRIFT,27.295571,42.909808,343.621688,0.073994,-0.293394,1.38824,0.929678,0.511776
324,test,NOISY,22.322555,49.921204,290.563284,0.468731,-3.053962,10.200917,4.118597,0.881344
324,test,NOISY,22.296881,51.191824,231.528615,-0.025673,1.27062,-59.034668,4.063447,0.756968
324,test,NOISY,22.253233,43.111063,274.465012,-0.043648,-8.080761,42.936397,4.44777,1.107972
324,test,NOISY,21.504057,49.716663,250.945174,-0.749176,6.6056,-23.519838,4.702384,0.517474
324,test,NOISY,23.71348,54.298772,318.315735,2.209423,4.582109,67.370561,5.950488,1.093915
324,test,NOISY,22.185897,52.670539,288.997286,-1.527583,-1.628232,-29.31845,6.482179,0.815349
324,test,NOISY,22.225835,53.219715,295.05823,0.039938,0.549175,6.060945,5.9464,0.732412
324,test,NOISY,21.59768,50.834809,277.933368,-0.628156,-2.384905,-17.124863,5.706505,0.254443
324,test,NOISY,23.148049,55.480115,269.926426,1.550369,4.645306,-8.006942,6.177348,0.815977
324,test,NOISY,22.619528,51.507784,254.990768,-0.528521,-3.972331,-14.935658,6.233323,0.296903
325,train,NOISY,22.954878,58.549694,301.285041,0.006007,3.522382,-12.837928,2.950814,0.433498
325,train,NOISY,22.966771,53.534749,274.412985,0.011893,-5.014944,-26.872056,3.125291,0.529974
325,train,NOISY,22.851207,53.797235,284.003322,-0.115564,0.262485,9.590337,3.069547,0.602565
325,train,NOISY,22.812181,61.544409,284.816864,-0.039026,7.747174,0.813541,3.212585,0.341692
325,train,NOISY,22.955229,59.952501,289.972616,0.143048,-1.591908,5.155752,2.987487,0.665428
325,train,NOISY,22.668151,52.261062,356.454855,-0.287078,-7.691439,66.482239,3.905608,0.419863
325,train,NOISY,22.748457,59.691895,367.44621,0.080306,7.430833,10.991356,3.943008,1.156021
325,train,NOISY,23.00666,51.505503,207.656955,0.258203,-8.186392,-159.789256,5.236558,1.003983
325,train,NOISY,22.672406,53.679021,314.294301,-0.334254,2.173518,106.637346,5.908246,0.526664
325,train,NOISY,22.797223,54.038677,329.780473,0.124818,0.359656,15.486172,5.545103,0.478362
326,train,SLOW_DRIFT,23.402081,59.057554,326.567231,0.143536,0.095715,4.132229,1.128547,0.389951
326,train,SLOW_DRIFT,23.382305,59.871681,331.592727,-0.019777,0.814127,5.025496,1.142398,0.445274
326,train,SLOW_DRIFT,23.222336,60.815494,345.710043,-0.159969,0.943813,14.117317,1.187588,0.524941
326,train,SLOW_DRIFT,23.170222,60.496597,340.097392,-0.052113,-0.318897,-5.612651,1.147971,0.555645
326,train,SLOW_DRIFT,22.92356,59.056447,355.03194,-0.246662,-1.440149,14.934548,1.210117,0.544339
326,train,SLOW_DRIFT,23.26412,60.946124,358.229128,0.340559,1.889677,3.197188,1.22295,0.339631
326,train,SLOW_DRIFT,23.01448,60.486019,366.514083,-0.249639,-0.460105,8.284955,1.285433,0.525684
326,train,SLOW_DRIFT,23.003282,61.251226,370.146651,-0.011198,0.765208,3.632568,1.301295,0.578949
326,train,SLOW_DRIFT,23.100454,61.050221,371.703678,0.097172,-0.201005,1.557027,1.274625,0.556559
326,train,SLOW_DRIFT,22.971075,60.817971,364.315669,-0.129379,-0.23225,-7.388009,1.28868,0.435745
327,train,SLOW_DRIFT,22.819723,46.362799,228.236944,-0.149214,0.121411,-13.73685,1.150269,0.485328
327,train,SLOW_DRIFT,22.857093,46.861282,226.711574,0.03737,0.498483,-1.52537,1.133757,0.500401
327,train,SLOW_DRIFT,22.976183,45.992455,232.241609,0.11909,-0.868826,5.530035,1.175434,0.26196
327,train,SLOW_DRIFT,22.794126,46.003659,231.06097,-0.182057,0.011204,-1.180639,1.200022,0.363382
327,train,SLOW_DRIFT,22.929943,46.755665,229.116946,0.135817,0.752006,-1.944024,1.09918,0.255654
327,train,SLOW_DRIFT,22.703859,46.568241,207.591411,-0.226084,-0.187423,-21.525536,1.184127,0.464476
327,train,SLOW_DRIFT,22.796119,45.91497,217.516458,0.09226,-0.653271,9.925047,1.131616,0.15387
327,train,SLOW_DRIFT,22.572841,47.698871,213.408559,-0.223278,1.783901,-4.107899,1.156244,0.437117
327,train,SLOW_DRIFT,22.614702,47.314709,208.649384,0.041862,-0.384162,-4.759174,1.074871,0.273317
327,train,SLOW_DRIFT,22.453071,46.822997,206.525034,-0.161631,-0.491712,-2.12435,1.121706,0.283128
328,train,NOISY,22.422462,60.289123,325.768009,-1.075251,-1.422213,-10.923543,5.075765,1.150749
328,train,NOISY,23.347355,59.999968,330.195941,0.924893,-0.289155,4.427932,5.35254,0.687066
328,train,NOISY,24.931164,60.678221,339.612496,1.583809,0.678253,9.416556,5.451105,0.445022
328,train,NOISY,24.490355,58.128945,326.050359,-0.440809,-2.549276,-13.562138,5.439421,0.843531
328,train,NOISY,23.597296,61.873087,339.139707,-0.89306,3.744142,13.089348,5.352805,0.565081
328,train,NOISY,20.920372,60.762901,324.383652,-2.676924,-1.110186,-14.756055,5.82311,1.629788
328,train,NOISY,22.848805,63.28234,323.326893,1.928434,2.519439,-1.056759,5.360029,0.620067
328,train,NOISY,23.566439,65.169317,323.875075,0.717634,1.886977,0.548182,5.012622,0.353004
328,train,NOISY,23.26515,60.953732,333.539085,-0.301289,-4.215585,9.664011,4.929122,0.392719
328,train,NOISY,23.500531,58.229797,337.215823,0.235381,-2.723935,3.676737,4.853574,0.224864
329,train,NORMAL,24.383627,34.978336,379.037941,-0.315545,0.350937,-8.866132,1.922589,0.172074
329,train,NORMAL,24.593169,34.45904,378.761174,0.209542,-0.519295,-0.276768,1.800523,0.205839
329,train,NORMAL,24.403473,34.106085,382.111573,-0.189695,-0.352955,3.350399,1.66674,0.129903
329,train,NORMAL,24.553493,34.553299,390.246622,0.15002,0.447214,8.13505,1.609221,0.144784
329,train,NORMAL,24.479402,34.380919,383.289979,-0.074091,-0.17238,-6.956643,1.528963,0.154067
329,train,NORMAL,24.60522,34.379236,384.374493,0.125817,-0.001684,1.084514,1.226899,0.241154
329,train,NORMAL,24.459535,35.125045,381.922169,-0.145684,0.745809,-2.452324,1.059432,0.187225
329,train,NORMAL,24.406541,34.808387,393.383964,-0.052994,-0.316658,11.461795,0.936267,0.152231
329,train,NORMAL,24.516022,34.897677,391.600416,0.109481,0.08929,-1.783548,0.797362,0.138811
329,train,NORMAL,24.439281,34.764795,383.484346,-0.076741,-0.132882,-8.11607,0.778856,0.107466
330,test,NOISY,24.491104,54.421626,214.855838,-0.585667,0.041076,-29.229402,8.137552,0.872316
330,test,NOISY,26.788498,44.202045,248.453678,2.297394,-10.219581,33.59784,7.937513,1.572267
330,test,NOISY,24.813565,53.536202,247.386989,-1.974933,9.334157,-1.066689,7.496045,0.889813
330,test,NOISY,26.330073,52.260521,213.44162,1.516508,-1.275681,-33.945369,7.192095,0.547934
330,test,NOISY,24.113082,50.618576,167.552508,-2.216991,-1.641946,-45.889112,7.853272,0.492873
330,test,NOISY,25.71333,56.587137,224.348152,1.600248,5.968562,56.795644,8.326362,0.522173
330,test,NOISY,25.689689,56.730298,186.524531,-0.02364,0.14316,-37.82362,8.094219,0.543498
330,test,NOISY,26.092775,53.710984,234.58396,0.403086,-3.019313,48.059428,7.873369,0.465258
330,test,NOISY,26.606737,48.555937,224.041617,0.513962,-5.155047,-10.542343,8.073837,1.205724
330,test,NOISY,24.693286,46.245811,213.618268,-1.913451,-2.310126,-10.423349,7.230322,1.111345
331,train,SLOW_DRIFT,25.719648,58.119352,339.426056,0.147114,-0.47272,-15.460482,1.288936,0.49435
331,train,SLOW_DRIFT,25.76895,58.820708,348.30047,0.049302,0.701356,8.874414,1.281939,0.487353
331,train,SLOW_DRIFT,25.727387,59.537538,360.37768,-0.041564,0.716829,12.07721,1.263414,0.657505
331,train,SLOW_DRIFT,25.827471,60.233501,354.486558,0.100085,0.695963,-5.891122,1.235631,0.576968
331,train,SLOW_DRIFT,25.875734,59.160444,369.91419,0.048263,-1.073056,15.427632,1.296123,0.59058
331,train,SLOW_DRIFT,25.934568,60.473597,377.302962,0.058834,1.313152,7.388772,1.252162,0.546618
331,train,SLOW_DRIFT,25.989221,60.709826,370.561249,0.054653,0.23623,-6.741712,1.174457,0.510726
331,train,SLOW_DRIFT,26.086449,60.568817,383.728517,0.097227,-0.14101,13.167268,1.169332,0.516008
331,train,SLOW_DRIFT,26.122727,60.750217,380.343768,0.036279,0.181401,-3.384749,1.026758,0.606808
331,train,SLOW_DRIFT,26.105792,60.923184,400.553618,-0.016935,0.172967,20.20985,1.057544,0.625833
332,train,SLOW_DRIFT,23.192168,46.319715,480.721919,0.285762,-1.366733,0.260338,1.184347,0.502595
332,train,SLOW_DRIFT,23.268222,46.856684,484.553203,0.076054,0.536969,3.831284,1.111014,0.59393
332,train,SLOW_DRIFT,23.089514,47.002316,480.96888,-0.178708,0.145632,-3.584323,0.960836,0.289237
332,train,SLOW_DRIFT,23.358799,47.150031,482.580638,0.269286,0.147715,1.611758,0.929707,0.350673
332,train,SLOW_DRIFT,23.307104,46.154555,484.220349,-0.051695,-0.995477,1.639711,0.955019,0.352932
332,train,SLOW_DRIFT,23.42726,45.643992,501.269995,0.120156,-0.510562,17.049646,1.110936,0.550879
332,train,SLOW_DRIFT,23.675262,46.194082,486.624431,0.248002,0.55009,-14.645564,1.186263,0.549992
332,train,SLOW_DRIFT,23.482541,46.410742,485.04474,-0.192722,0.21666,-1.57969,1.11125,0.320465
332,train,SLOW_DRIFT,23.745791,46.051669,492.205774,0.26325,-0.359073,7.161033,1.081378,0.290594
332,train,SLOW_DRIFT,23.760641,45.221392,493.52965,0.014849,-0.830278,1.323876,1.063083,0.346877
333,train,RAPID_CHANGE,25.500319,55.021073,220.805973,0.583738,1.966094,7.229747,1.36254,0.456524
333,train,RAPID_CHANGE,25.753867,58.076492,220.200123,0.253548,3.055419,-0.60585,1.574466,0.737397
333,train,RAPID_CHANGE,25.996969,61.290928,223.636353,0.243102,3.214436,3.436231,1.721921,1.114763
333,train,RAPID_CHANGE,26.025585,66.641673,220.686252,0.028616,5.350745,-2.950102,2.056451,1.519431
333,train,RAPID_CHANGE,26.042335,65.415255,215.141739,0.01675,-1.226418,-5.544512,2.03298,1.316587
333,train,RAPID_CHANGE,25.897896,64.525956,206.282241,-0.144439,-0.889298,-8.859498,2.076337,1.35083
333,train,RAPID_CHANGE,25.954502,64.740876,217.5453,0.056606,0.21492,11.263059,2.053395,1.35467
333,train,RAPID_CHANGE,26.040438,65.150491,218.476246,0.085936,0.409615,0.930946,1.907821,1.264222
333,train,RAPID_CHANGE,25.949687,65.476368,216.732602,-0.090751,0.325877,-1.743644,1.584643,0.91038
333,train,RAPID_CHANGE,25.824373,65.318502,198.360174,-0.125314,-0.157867,-18.372428,1.462277,0.679065
334,val,SLOW_DRIFT,25.481267,25.469829,309.342601,-0.157406,-1.313753,-24.67954,1.10483,0.470554
334,val,SLOW_DRIFT,25.665967,26.496877,330.711503,0.1847,1.027048,21.368902,1.296949,0.344304
334,val,SLOW_DRIFT,25.783846,27.051572,300.302738,0.117879,0.554695,-30.408765,1.513151,0.513325
334,val,SLOW_DRIFT,25.94551,26.7742,306.645797,0.161664,-0.277371,6.343059,1.447995,0.349383
334,val,SLOW_DRIFT,26.178361,26.906503,293.65085,0.232851,0.132303,-12.994948,1.544714,0.609037
334,val,SLOW_DRIFT,25.973696,27.202608,299.145488,-0.204665,0.296105,5.494638,1.506109,0.382403
334,val,SLOW_DRIFT,25.912664,26.884184,299.688883,-0.061032,-0.318424,0.543395,1.5035,0.329864
334,val,SLOW_DRIFT,25.915721,27.181146,290.479763,0.003057,0.296962,-9.209121,1.45397,0.426183
334,val,SLOW_DRIFT,26.017822,26.285211,292.610869,0.102101,-0.895934,2.131107,1.249165,0.35912
334,val,SLOW_DRIFT,26.100708,26.057677,280.718414,0.082885,-0.227534,-11.892456,1.092483,0.528626
335,train,NOISY,24.757286,61.413807,371.94062,-0.007847,0.385743,25.811893,2.550526,0.33438
335,train,NOISY,24.917807,60.582975,414.675166,0.160521,-0.830832,42.734545,2.836554,0.654212
335,train,NOISY,24.776262,60.956797,312.321503,-0.141545,0.373823,-102.353663,3.510041,0.211983
335,train,NOISY,24.857095,61.148314,296.223367,0.080833,0.191517,-16.098136,3.243918,0.180213
335,train,NOISY,24.697662,61.916056,347.34762,-0.159433,0.767742,51.124253,3.300929,0.245231
335,train,NOISY,24.977601,59.930825,397.008133,0.279939,-1.985232,49.660513,3.269305,0.996501
335,train,NOISY,24.774469,60.22302,384.58185,-0.203132,0.292196,-12.426283,3.157681,0.589885
335,train,NOISY,24.943721,60.32037,289.960754,0.169252,0.09735,-94.621097,3.501388,0.50121
335,train,NOISY,24.728705,61.120769,322.924538,-0.215016,0.800398,32.963784,3.651783,0.370663
335,train,NOISY,24.722358,60.473104,359.437094,-0.006346,-0.647665,36.512556,3.542322,0.459092
336,train,SLOW_DRIFT,25.289441,38.667669,262.721331,0.117403,-0.899401,-7.486337,1.464129,0.720458
336,train,SLOW_DRIFT,25.193404,39.538994,267.563675,-0.096037,0.871325,4.842344,1.456375,0.524431
336,train,SLOW_DRIFT,25.115347,38.925698,257.858037,-0.078057,-0.613296,-9.705638,1.42438,0.521037
336,train,SLOW_DRIFT,25.119704,39.453019,251.021003,0.004357,0.527321,-6.837034,1.436336,0.549779
336,train,SLOW_DRIFT,24.846711,38.365596,242.405201,-0.272994,-1.087423,-8.615802,1.452539,0.682759
336,train,SLOW_DRIFT,24.805127,38.36951,244.1109,-0.041583,0.003914,1.705699,1.135218,0.472349
336,train,SLOW_DRIFT,24.366076,37.853518,242.274305,-0.439051,-0.515992,-1.836596,1.147186,0.776886
336,train,SLOW_DRIFT,24.734001,37.806641,234.694533,0.367925,-0.046877,-7.579772,1.146771,0.520967
336,train,SLOW_DRIFT,24.639831,36.308056,226.705888,-0.09417,-1.498585,-7.988645,1.183802,0.639528
336,train,SLOW_DRIFT,24.597584,36.604856,220.42683,-0.042248,0.2968,-6.279059,1.135205,0.737981
337,train,NORMAL,27.635369,32.174978,146.99343,-0.102244,-0.537906,-4.585555,0.886162,0.099211
337,train,NORMAL,27.794412,31.089731,159.739918,0.159044,-1.085247,12.746488,0.949561,0.103497
337,train,NORMAL,27.635492,32.785135,156.344022,-0.15892,1.695404,-3.395896,1.004123,0.100897
337,train,NORMAL,27.665479,32.968578,147.204993,0.029987,0.183443,-9.139029,1.006008,0.056913
337,train,NORMAL,27.545615,33.177461,160.11717,-0.119864,0.208884,12.912177,1.077855,0.165791
337,train,NORMAL,27.630444,33.591282,151.58502,0.084829,0.41382,-8.53215,1.148363,0.086307
337,train,NORMAL,27.921902,32.752909,139.492932,0.291458,-0.838373,-12.092088,1.249773,0.151894
337,train,NORMAL,27.554872,32.597171,149.05292,-0.36703,-0.155737,9.559987,1.318196,0.089029
337,train,NORMAL,27.715444,32.943717,159.334419,0.160572,0.346545,10.281499,1.364715,0.16689
337,train,NORMAL,27.608379,31.756591,144.60372,-0.107064,-1.187126,-14.730699,1.367521,0.216017
338,train,SLOW_DRIFT,23.994508,43.857862,567.728288,0.036726,-0.517036,5.007848,0.810649,0.302642
338,train,SLOW_DRIFT,23.730508,44.244529,567.51158,-0.264001,0.386667,-0.216707,0.917355,0.169301
338,train,SLOW_DRIFT,23.763739,44.553578,561.840963,0.033231,0.309049,-5.670617,0.933698,0.082687
338,train,SLOW_DRIFT,23.955418,44.641064,579.130978,0.19168,0.087486,17.290015,1.029554,0.354079
338,train,SLOW_DRIFT,23.787406,44.849626,565.469662,-0.168012,0.208562,-13.661316,1.105386,0.140559
338,train,SLOW_DRIFT,23.947471,43.996307,573.898681,0.160064,-0.853319,8.429019,1.129087,0.249485
338,train,SLOW_DRIFT,24.064799,44.122704,572.593449,0.117328,0.126397,-1.305232,1.001556,0.221836
338,train,SLOW_DRIFT,23.688874,44.340857,577.429556,-0.375925,0.218153,4.836108,1.047444,0.197882
338,train,SLOW_DRIFT,23.820688,42.900743,586.140876,0.131814,-1.440114,8.711319,1.170281,0.254686
338,train,SLOW_DRIFT,23.839728,43.090908,594.561583,0.01904,0.190165,8.420707,1.128552,0.305883
339,train,RAPID_CHANGE,25.522037,31.999524,333.884246,0.119058,-0.638566,-9.601562,1.38393,0.312334
339,train,RAPID_CHANGE,25.447134,30.205302,339.616178,-0.074904,-1.794222,5.731932,1.323656,0.332726
339,train,RAPID_CHANGE,25.606639,29.736482,340.228181,0.159505,-0.468819,0.612003,1.287612,0.438341
339,train,RAPID_CHANGE,25.663198,28.816796,338.134849,0.056559,-0.919686,-2.093333,1.267658,0.438683
339,train,RAPID_CHANGE,25.655531,30.013984,330.677573,-0.007668,1.197188,-7.457275,1.121125,0.581816
339,train,RAPID_CHANGE,25.531785,28.786638,350.000882,-0.123745,-1.227346,19.323308,1.292171,0.452456
339,train,RAPID_CHANGE,25.668874,28.854787,332.692886,0.137089,0.068149,-17.307995,1.3808,0.62257
339,train,RAPID_CHANGE,25.411637,28.783244,349.426277,-0.257237,-0.071543,16.733391,1.316002,0.311957
339,train,RAPID_CHANGE,25.748099,29.178633,356.966301,0.336462,0.395389,7.540024,1.360285,0.434681
339,train,RAPID_CHANGE,25.410965,28.830244,339.183002,-0.337134,-0.348389,-17.783299,1.434623,0.111057
340,test,NORMAL,21.62556,46.669904,171.977841,-0.055535,0.144855,-7.586952,1.196165,0.17918
340,test,NORMAL,21.915671,45.971632,182.498365,0.29011,-0.698272,10.520524,1.198382,0.179726
340,test,NORMAL,21.699236,45.634076,165.73748,-0.216435,-0.337555,-16.760886,1.244967,0.1245
340,test,NORMAL,21.586896,44.940229,170.7375,-0.11234,-0.693847,5.00002,1.25645,0.176675
340,test,NORMAL,21.683498,46.43333,165.513019,0.096602,1.493101,-5.224481,1.235248,0.206086
340,test,NORMAL,21.636372,45.550137,171.319896,-0.047126,-0.883193,5.806877,1.167957,0.068995
340,test,NORMAL,21.616503,45.285714,174.807642,-0.019869,-0.264422,3.487746,1.102926,0.020831
340,test,NORMAL,21.640433,45.973629,180.72415,0.02393,0.687914,5.916509,1.079395,0.060463
340,test,NORMAL,21.559088,45.755595,174.803404,-0.081345,-0.218033,-5.920746,1.081868,0.106196
340,test,NORMAL,21.636727,45.045238,172.162904,0.077639,-0.710357,-2.6405,0.95421,0.232963
341,train,NORMAL,21.085084,36.478892,367.494463,0.220267,-0.776323,-0.400672,1.402151,0.21293
341,train,NORMAL,20.917594,37.164549,360.648527,-0.167491,0.685657,-6.845937,1.394056,0.0795
341,train,NORMAL,20.685742,37.902284,351.599116,-0.231851,0.737735,-9.049411,1.316074,0.402351
341,train,NORMAL,21.015753,36.160099,364.699772,0.33001,-1.742186,13.100656,1.38619,0.180631
341,train,NORMAL,21.123066,36.194548,352.077097,0.107313,0.03445,-12.622675,1.345441,0.114344
341,train,NORMAL,20.871586,37.589234,369.223061,-0.25148,1.394686,17.145964,1.453176,0.081696
341,train,NORMAL,20.793905,37.007476,357.535046,-0.077681,-0.581758,-11.688015,1.474601,0.113158
341,train,NORMAL,21.005265,37.718707,365.741356,0.211361,0.711232,8.20631,1.566476,0.09591
341,train,NORMAL,21.137266,36.531578,357.994581,0.132001,-1.187129,-7.746775,1.615371,0.087749
341,train,NORMAL,21.003402,37.046664,358.97938,-0.133864,0.515085,0.984799,1.551148,0.049573
